year,sex,hindfoot_length,weight,genus,species,taxa,plot_type,weight_oz
1989,M,37.0,50.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.763668430335097
1978,F,50.0,83.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,2.927689594356261
1986,F,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1996,M,37.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1996,F,37.0,51.0,Dipodomys,ordii,Rodent,Long-term Krat Exclosure,1.7989417989417988
2001,M,27.0,38.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.3403880070546736
2001,F,36.0,55.0,Dipodomys,merriami,Rodent,Control,1.9400352733686066
1980,not reported,,,Spermophilus,spilosoma,Rodent,Rodent Exclosure,
1977,M,37.0,,Dipodomys,merriami,Rodent,Control,
1984,F,33.0,35.0,Dipodomys,merriami,Rodent,Control,1.2345679012345678
2000,M,22.0,19.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.6701940035273368
1987,not reported,,,Amphispiza,bilineata,Bird,Control,
1978,F,48.0,123.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.338624338624339
2000,M,20.0,13.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.4585537918871252
1997,M,22.0,23.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure,0.8112874779541446
1977,F,50.0,,Dipodomys,spectabilis,Rodent,Spectab exclosure,
1995,F,48.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1980,M,38.0,48.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.693121693121693
1993,F,22.0,16.0,Chaetodipus,penicillatus,Rodent,Control,0.564373897707231
1980,F,14.0,10.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.3527336860670194
1989,F,21.0,16.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.564373897707231
2001,M,28.0,36.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.2698412698412698
1997,M,20.0,23.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.8112874779541446
2002,F,26.0,23.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,0.8112874779541446
1996,F,22.0,16.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.564373897707231
2000,F,21.0,21.0,Chaetodipus,penicillatus,Rodent,Control,0.7407407407407407
1983,not reported,,,Pipilo,chlorurus,Bird,Short-term Krat Exclosure,
2001,F,21.0,30.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,1.0582010582010581
1986,M,36.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1988,M,54.0,140.0,Dipodomys,spectabilis,Rodent,Control,4.938271604938271
1982,F,36.0,53.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.8694885361552027
1984,M,36.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1982,M,36.0,37.0,Dipodomys,merriami,Rodent,Control,1.3051146384479717
1991,F,21.0,24.0,Onychomys,torridus,Rodent,Control,0.8465608465608465
1991,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Control,0.42328042328042326
2001,M,34.0,24.0,Dipodomys,merriami,Rodent,Control,0.8465608465608465
2002,M,26.0,35.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.2345679012345678
1985,not reported,,,Ammospermophilus,harrisi,Rodent,Short-term Krat Exclosure,
1982,F,35.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1998,F,19.0,21.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.7407407407407407
1996,M,39.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1989,M,21.0,20.0,Peromyscus,eremicus,Rodent,Control,0.7054673721340388
1978,F,50.0,82.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,2.892416225749559
1982,M,15.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.24691358024691357
1981,M,52.0,122.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.303350970017637
1981,F,35.0,35.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.2345679012345678
1997,F,21.0,13.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.4585537918871252
1982,F,20.0,23.0,Peromyscus,maniculatus,Rodent,Control,0.8112874779541446
2001,F,23.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.5291005291005291
1982,M,21.0,42.0,Onychomys,leucogaster,Rodent,Control,1.4814814814814814
1990,M,35.0,52.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.8342151675485008
1989,M,37.0,48.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.693121693121693
1991,F,16.0,12.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.42328042328042326
1985,F,38.0,54.0,Dipodomys,ordii,Rodent,Rodent Exclosure,1.9047619047619047
1981,M,34.0,49.0,Dipodomys,ordii,Rodent,Control,1.728395061728395
1991,M,33.0,154.0,Neotoma,albigula,Rodent,Control,5.432098765432099
1981,F,48.0,135.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.761904761904762
1984,M,37.0,42.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4814814814814814
1979,F,20.0,16.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.564373897707231
1990,M,52.0,132.0,Dipodomys,spectabilis,Rodent,Control,4.656084656084656
1997,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Control,0.3527336860670194
1988,M,40.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4814814814814814
2002,M,23.0,17.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.599647266313933
1988,M,21.0,22.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.7760141093474426
1990,F,37.0,54.0,Dipodomys,ordii,Rodent,Control,1.9047619047619047
1990,M,33.0,20.0,Dipodomys,merriami,Rodent,Control,0.7054673721340388
1998,M,35.0,,Dipodomys,merriami,Rodent,Control,
1980,M,20.0,35.0,Onychomys,leucogaster,Rodent,Rodent Exclosure,1.2345679012345678
1990,M,16.0,8.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.2821869488536155
1990,M,37.0,44.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5520282186948853
1988,M,16.0,7.0,Reithrodontomys,megalotis,Rodent,Control,0.24691358024691357
1981,F,37.0,,Dipodomys,ordii,Rodent,Control,
1982,M,21.0,20.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.7054673721340388
1990,M,37.0,48.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.693121693121693
1991,M,37.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4814814814814814
2002,M,26.0,32.0,Chaetodipus,baileyi,Rodent,Control,1.128747795414462
1996,F,17.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.2821869488536155
1987,M,25.0,27.0,Peromyscus,maniculatus,Rodent,Control,0.9523809523809523
1987,F,36.0,40.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4109347442680775
1995,F,16.0,12.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.42328042328042326
1994,M,36.0,55.0,Dipodomys,merriami,Rodent,Control,1.9400352733686066
2001,M,20.0,22.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7760141093474426
2001,M,36.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1988,M,21.0,34.0,Onychomys,leucogaster,Rodent,Control,1.199294532627866
2000,M,27.0,31.0,Chaetodipus,baileyi,Rodent,Control,1.09347442680776
1987,F,36.0,62.0,Dipodomys,ordii,Rodent,Control,2.18694885361552
2000,M,27.0,92.0,Sigmodon,hispidus,Rodent,Control,3.2451499118165783
1982,M,19.0,25.0,Peromyscus,eremicus,Rodent,Control,0.8818342151675485
1981,F,18.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.42328042328042326
1997,M,16.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3880070546737213
1991,M,35.0,33.0,Dipodomys,merriami,Rodent,Control,1.164021164021164
2001,M,19.0,21.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.7407407407407407
1996,M,15.0,8.0,Perognathus,flavus,Rodent,Spectab exclosure,0.2821869488536155
1977,not reported,,,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,
1991,F,16.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3527336860670194
1997,not reported,,,Ammospermophilus,harrisi,Rodent,Spectab exclosure,
1997,F,34.0,158.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,5.573192239858907
2000,M,33.0,54.0,Dipodomys,ordii,Rodent,Control,1.9047619047619047
1985,F,35.0,44.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.5520282186948853
1996,M,29.0,46.0,Chaetodipus,baileyi,Rodent,Control,1.6225749559082892
1998,M,21.0,16.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.564373897707231
1979,F,19.0,25.0,Onychomys,torridus,Rodent,Control,0.8818342151675485
1993,not reported,,,Amphispiza,bilineata,Bird,Control,
1987,M,53.0,156.0,Dipodomys,spectabilis,Rodent,Control,5.502645502645502
1998,M,37.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1978,F,37.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1985,F,34.0,38.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.3403880070546736
1982,F,33.0,36.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.2698412698412698
1980,M,37.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5520282186948853
1984,F,34.0,39.0,Dipodomys,merriami,Rodent,Control,1.3756613756613756
1990,F,17.0,11.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3880070546737213
1981,F,36.0,21.0,Dipodomys,merriami,Rodent,Rodent Exclosure,0.7407407407407407
1985,F,37.0,39.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.3756613756613756
2000,M,36.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1997,M,19.0,19.0,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure,0.6701940035273368
1997,M,36.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1997,M,37.0,51.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.7989417989417988
1985,M,38.0,48.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.693121693121693
2002,F,28.0,38.0,Chaetodipus,baileyi,Rodent,Control,1.3403880070546736
1997,F,37.0,44.0,Dipodomys,ordii,Rodent,Control,1.5520282186948853
2001,M,20.0,23.0,Onychomys,torridus,Rodent,Control,0.8112874779541446
2001,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.0582010582010581
1982,F,16.0,6.0,Perognathus,flavus,Rodent,Control,0.21164021164021163
1997,not reported,,,Campylorhynchus,brunneicapillus,Bird,Control,
1996,F,39.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1977,F,36.0,38.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.3403880070546736
1981,F,35.0,55.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.9400352733686066
1988,F,20.0,26.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.9171075837742504
1987,F,,41.0,Dipodomys,ordii,Rodent,Control,1.4462081128747795
1980,M,35.0,47.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.657848324514991
1997,M,36.0,56.0,Dipodomys,merriami,Rodent,Control,1.9753086419753085
2000,F,26.0,34.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.199294532627866
1981,M,,5.0,Perognathus,flavus,Rodent,Control,0.1763668430335097
1981,F,23.0,23.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.8112874779541446
1997,F,20.0,20.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7054673721340388
1981,M,33.0,31.0,Dipodomys,merriami,Rodent,Control,1.09347442680776
2002,F,21.0,26.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.9171075837742504
1999,M,34.0,45.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.5873015873015872
1999,M,20.0,25.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.8818342151675485
1997,M,36.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1999,M,34.0,53.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.8694885361552027
1981,F,,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1988,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3527336860670194
1996,F,34.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1997,M,21.0,20.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.7054673721340388
1989,F,21.0,30.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,1.0582010582010581
1982,M,,223.0,Neotoma,albigula,Rodent,Rodent Exclosure,7.865961199294532
1992,F,21.0,13.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.4585537918871252
1982,F,22.0,19.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.6701940035273368
2002,M,26.0,47.0,Chaetodipus,baileyi,Rodent,Control,1.657848324514991
1987,M,20.0,22.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7760141093474426
1997,F,21.0,23.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.8112874779541446
1980,M,37.0,36.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.2698412698412698
1986,F,51.0,159.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,5.608465608465608
1985,F,35.0,51.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.7989417989417988
1980,M,30.0,119.0,Neotoma,albigula,Rodent,Spectab exclosure,4.197530864197531
1997,M,19.0,24.0,Peromyscus,eremicus,Rodent,Control,0.8465608465608465
1989,M,53.0,137.0,Dipodomys,spectabilis,Rodent,Control,4.832451499118165
2001,F,21.0,31.0,Onychomys,torridus,Rodent,Control,1.09347442680776
2000,F,25.0,22.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.7760141093474426
1989,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.42328042328042326
1981,M,,24.0,Onychomys,torridus,Rodent,Control,0.8465608465608465
1985,F,37.0,40.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4109347442680775
1977,F,33.0,37.0,Dipodomys,merriami,Rodent,Control,1.3051146384479717
2001,M,27.0,32.0,Chaetodipus,baileyi,Rodent,Control,1.128747795414462
1981,F,36.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1984,M,35.0,54.0,Dipodomys,ordii,Rodent,Control,1.9047619047619047
1998,F,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1997,F,37.0,59.0,Dipodomys,merriami,Rodent,Control,2.0811287477954146
1990,M,37.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1997,M,21.0,15.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.5291005291005291
1988,M,17.0,13.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.4585537918871252
1987,F,35.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1984,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure,
1997,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Control,0.42328042328042326
1995,F,20.0,25.0,Onychomys,leucogaster,Rodent,Spectab exclosure,0.8818342151675485
1983,F,35.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1987,M,16.0,12.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.42328042328042326
2002,M,35.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1984,F,37.0,46.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.6225749559082892
1981,M,20.0,27.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,0.9523809523809523
1991,M,37.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1988,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.31746031746031744
1977,F,35.0,,Dipodomys,merriami,Rodent,Rodent Exclosure,
1997,M,36.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1997,F,20.0,22.0,Peromyscus,leucopus,Rodent,Rodent Exclosure,0.7760141093474426
1983,F,21.0,19.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.6701940035273368
1977,not reported,,,Onychomys,torridus,Rodent,Spectab exclosure,
1996,F,16.0,9.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.31746031746031744
1991,F,27.0,78.0,Sigmodon,ochrognathus,Rodent,Long-term Krat Exclosure,2.751322751322751
1999,M,36.0,37.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.3051146384479717
1992,M,15.0,10.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.3527336860670194
1986,M,34.0,240.0,Neotoma,albigula,Rodent,Control,8.465608465608465
1990,F,37.0,39.0,Dipodomys,merriami,Rodent,Control,1.3756613756613756
2002,M,36.0,50.0,Dipodomys,ordii,Rodent,Control,1.763668430335097
1996,F,20.0,24.0,Peromyscus,eremicus,Rodent,Control,0.8465608465608465
1984,M,33.0,186.0,Neotoma,albigula,Rodent,Rodent Exclosure,6.560846560846561
1996,F,37.0,36.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.2698412698412698
2001,F,20.0,22.0,Onychomys,torridus,Rodent,Control,0.7760141093474426
2002,M,36.0,51.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.7989417989417988
1995,not reported,22.0,13.0,Chaetodipus,penicillatus,Rodent,Control,0.4585537918871252
1990,M,18.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3880070546737213
1996,M,20.0,25.0,Onychomys,torridus,Rodent,Spectab exclosure,0.8818342151675485
1978,M,38.0,48.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.693121693121693
1991,M,36.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1992,F,36.0,220.0,Neotoma,albigula,Rodent,Control,7.760141093474426
1994,F,21.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.599647266313933
1991,F,22.0,19.0,Chaetodipus,penicillatus,Rodent,Control,0.6701940035273368
1985,F,34.0,35.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.2345679012345678
1998,F,36.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1981,M,,126.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.444444444444445
1996,M,37.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1990,M,37.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1980,M,15.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.2821869488536155
1984,F,35.0,44.0,Dipodomys,ordii,Rodent,Rodent Exclosure,1.5520282186948853
1983,F,36.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1987,M,,35.0,Dipodomys,merriami,Rodent,Control,1.2345679012345678
1986,M,53.0,134.0,Dipodomys,spectabilis,Rodent,Control,4.72663139329806
1995,M,37.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1993,F,16.0,9.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.31746031746031744
2000,F,25.0,24.0,Chaetodipus,baileyi,Rodent,Control,0.8465608465608465
1983,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure,
1979,M,37.0,54.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.9047619047619047
1981,F,22.0,11.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.3880070546737213
1990,F,35.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1983,F,37.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1991,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.42328042328042326
1982,M,52.0,,Dipodomys,spectabilis,Rodent,Control,
1980,M,20.0,22.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7760141093474426
1986,F,21.0,17.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.599647266313933
1984,M,35.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1986,F,37.0,39.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.3756613756613756
1990,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3527336860670194
1983,F,22.0,14.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.49382716049382713
1991,F,47.0,112.0,Dipodomys,spectabilis,Rodent,Control,3.950617283950617
1982,F,49.0,107.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,3.7742504409171076
1987,M,16.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.2821869488536155
1981,not reported,,,Sylvilagus,audubonii,Rabbit,Rodent Exclosure,
2002,M,27.0,34.0,Chaetodipus,baileyi,Rodent,Control,1.199294532627866
1982,M,36.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1979,F,36.0,53.0,Dipodomys,merriami,Rodent,Control,1.8694885361552027
2001,F,36.0,60.0,Dipodomys,merriami,Rodent,Control,2.1164021164021163
1997,F,37.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1995,M,35.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1980,M,35.0,29.0,Dipodomys,merriami,Rodent,Control,1.0229276895943562
1999,M,18.0,13.0,Reithrodontomys,megalotis,Rodent,Control,0.4585537918871252
1984,F,21.0,23.0,Onychomys,torridus,Rodent,Control,0.8112874779541446
1990,M,37.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1982,M,37.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1995,F,16.0,10.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.3527336860670194
1985,M,37.0,46.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.6225749559082892
1998,F,25.0,,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,
2002,F,26.0,35.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.2345679012345678
1997,F,35.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1997,F,21.0,21.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.7407407407407407
1995,F,15.0,8.0,Perognathus,flavus,Rodent,Control,0.2821869488536155
1994,F,34.0,18.0,Dipodomys,merriami,Rodent,Control,0.6349206349206349
1985,M,35.0,51.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.7989417989417988
1990,F,36.0,30.0,Dipodomys,merriami,Rodent,Control,1.0582010582010581
1983,M,21.0,31.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure,1.09347442680776
1980,M,,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1991,M,35.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1999,F,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1986,M,35.0,42.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.4814814814814814
1980,M,20.0,21.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.7407407407407407
1991,M,36.0,54.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.9047619047619047
1995,F,37.0,38.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.3403880070546736
2001,F,22.0,19.0,Chaetodipus,penicillatus,Rodent,Control,0.6701940035273368
2002,M,26.0,34.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.199294532627866
1995,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.6349206349206349
1995,M,38.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1996,F,22.0,,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,
1999,M,22.0,15.0,Chaetodipus,penicillatus,Rodent,Control,0.5291005291005291
